,date,close
146,13/08/2015,1621.62
147,14/08/2015,1596.82
148,17/08/2015,1572.54
149,18/08/2015,1579.6
150,19/08/2015,1582.44
151,20/08/2015,1577.41
152,21/08/2015,1574.67
153,24/08/2015,1532.14
154,25/08/2015,1563.94
155,26/08/2015,1580.37
156,27/08/2015,1601.7
157,28/08/2015,1612.74
158,01/09/2015,1609.21
159,02/09/2015,1590.19
160,03/09/2015,1602.75
161,04/09/2015,1589.16
162,07/09/2015,1582.85
163,08/09/2015,1587.12
164,09/09/2015,1603.36
165,10/09/2015,1614.02
166,11/09/2015,1603.6
167,14/09/2015,1639.63
168,15/09/2015,1647.15
169,17/09/2015,1681.54
170,18/09/2015,1669.45
171,21/09/2015,1639.47
172,22/09/2015,1635.37
173,23/09/2015,1613.17
174,25/09/2015,1615.01
175,28/09/2015,1608.43
176,29/09/2015,1603.32
177,30/09/2015,1621.04
178,01/10/2015,1633.93
179,02/10/2015,1628.8
180,05/10/2015,1647.59
181,06/10/2015,1662.51
182,07/10/2015,1689.25
183,08/10/2015,1692.2
184,09/10/2015,1706.54
185,12/10/2015,1709.86
186,13/10/2015,1711.14
187,15/10/2015,1713.25
188,16/10/2015,1716.82
189,19/10/2015,1718.2
190,20/10/2015,1705.03
191,21/10/2015,1707.11
192,22/10/2015,1705.09
193,23/10/2015,1710.93
194,26/10/2015,1706.79
195,27/10/2015,1696.95
196,28/10/2015,1686.51
197,29/10/2015,1666.98
198,30/10/2015,1665.71
199,02/11/2015,1664.07
200,03/11/2015,1677.56
201,04/11/2015,1685.62
202,05/11/2015,1688.54
203,06/11/2015,1685.7
204,09/11/2015,1686.11
205,11/11/2015,1665.32
206,12/11/2015,1663.2
207,13/11/2015,1658.91
208,16/11/2015,1656
209,17/11/2015,1661.53
210,18/11/2015,1656.5
211,19/11/2015,1660.06
212,20/11/2015,1661.89
213,23/11/2015,1670.9
214,24/11/2015,1677.03
215,25/11/2015,1684.42
216,26/11/2015,1683.09
217,27/11/2015,1682.59
218,30/11/2015,1672.16
219,01/12/2015,1682.37
